COUNTRY_ID,State,YEAR,MONTH,ENERGY_ID,ENERGY_NAME,CONSUMPTION,UNIT_PRICE,YEAR_TO_DATE,PREVIOUS_YEAR_TO_DATE,SHARE,PEAK_TIME
370,Dadra and Nagar Haveli and Daman and Diu,2010,3,2,Hydro,148.603,1,1274.999,0,0.258701401,10
370,Dadra and Nagar Haveli and Daman and Diu,2010,3,4,Oil,62.936,9,586.526,0,0.109564621,10
370,Dadra and Nagar Haveli and Daman and Diu,2010,3,3,Natural gas,309.914,10,2888.214,0,0.292036414,10
352,Ladakh,2010,3,2,Hydro,108.212,1,1457.23,0,0.282398503,12
352,Ladakh,2010,3,4,Oil,0.046,9,0.528,0,0.000120045,12
352,Ladakh,2010,3,3,Natural gas,253.857,10,2897.188,0,0.292036414,12
31,Lakshadweep,2010,3,2,Hydro,14,1,105,0,0.001298678,1
31,Lakshadweep,2010,3,4,Oil,104.184,9,1205.278,0,0.00966439,1
64,Assam,2010,3,1,Coal,266.658,8,1928.88,0,0.074390388,8
64,Assam,2010,3,3,Natural gas,879.026,10,9256.436,0,0.24522454,8
47,Delhi,2010,3,1,Coal,14.153,8,134.777,0,0.001267508,12
47,Delhi,2010,3,4,Oil,3.25,9,30.949,0,0.000291062,12
47,Delhi,2010,3,3,Natural gas,510.037,10,4857.005,0,0.04567765,12
48,Goa,2010,3,2,Hydro,318.196,1,3460,0,0.025353287,1
48,Goa,2010,3,4,Oil,229.131,9,2623.165,0,0.018256748,1
48,Goa,2010,3,3,Natural gas,430.934,10,4351.986,0,0.034336049,1
351,Andhra pradesh,2010,3,1,Coal,275.823,8,6845.719,0,0.063525364,12
351,Andhra pradesh,2010,3,4,Oil,116.856,9,2900.272,0,0.026913346,12
351,Andhra pradesh,2010,3,3,Natural gas,578.84,10,12267.4927,0,0.133313834,12
90,Puducherry,2010,3,4,Oil,168.913,9,2072.51,0,0.010220597,6
421,Madhya Pradesh,2010,3,2,Hydro,454.652,1,5578.003,0,0.19660355,9
421,Madhya Pradesh,2010,3,1,Coal,340.143,8,3775.023,0,0.14708683,9
421,Madhya Pradesh,2010,3,4,Oil,50.021,9,555.15,0,0.021630403,9
421,Madhya Pradesh,2010,3,3,Natural gas,183.911,10,2041.104,0,0.079527981,9
386,Rajasthan,2010,3,2,Hydro,307.823,1,4635.999,0,0.222600266,4
386,Rajasthan,2010,3,1,Coal,485.393,8,4689.211,0,0.292036414,4
386,Rajasthan,2010,3,4,Oil,0.734,9,7.094,0,0.000530787,4
386,Rajasthan,2010,3,3,Natural gas,50.302,10,485.947,0,0.036375575,4
46,Jammu and Kashmir,2010,3,1,Coal,282.092,8,2550.691,0,0.022544527,12
46,Jammu and Kashmir,2010,3,4,Oil,187.077,9,1691.563,0,0.014951018,12
46,Jammu and Kashmir,2010,3,3,Natural gas,303.393,10,2743.304,0,0.024246883,12
44,Punjab,2010,3,2,Hydro,575.447,1,6705.002,0,0.017034146,12
44,Punjab,2010,3,4,Oil,432.558,9,4640.144,0,0.012804405,12
61,Bihar,2010,4,4,Oil,58.605,9,2447.778,0,0.003239807,6
43,Uttar Pradesh,2010,4,1,Coal,152.38,8,6371.891,0,0.034863973,3
43,Uttar Pradesh,2010,4,4,Oil,64.369,9,1210.748,0,0.014727386,3
32,Telangana,2010,4,2,Hydro,141.898,1,1645.999,0,0.01903046,11
32,Telangana,2010,4,1,Coal,317.867,8,5761.981,0,0.042630307,11
32,Telangana,2010,4,4,Oil,45.921,9,392.841,0,0.006158633,11
1,Himachal pradesh,2010,4,4,Oil,572.064,9,7792.508,0,0.012517346,7
56,Nagaland,2010,4,4,Oil,748.172,9,8022.08,0,0.163677146,7
56,Nagaland,2010,4,3,Natural gas,745.274,10,10124.676,0,0.163043152,7
420,Odisha,2010,4,2,Hydro,334.9,1,3366,0,0.05191551,2
420,Odisha,2010,4,4,Oil,10.331,9,176.959,0,0.00160149,2
420,Odisha,2010,4,3,Natural gas,99.325,10,1211.156,0,0.015397158,2
45,Manipur,2010,4,2,Hydro,2.1,1,21,0,0.000689331,7
45,Manipur,2010,4,4,Oil,60.163,9,724.357,0,0.019748664,7
45,Manipur,2010,4,3,Natural gas,614.53,10,7398.912,0,0.201721094,7
372,Mizoram,2010,4,2,Hydro,4.097,1,27,0,0.005212004,1
372,Mizoram,2010,4,1,Coal,698.361,8,10449.489,0,0.292036414,1
372,Mizoram,2010,4,4,Oil,2.473,9,37.01,0,0.00314603,1
372,Mizoram,2010,4,3,Natural gas,18.279,10,273.512,0,0.023253654,1
358,Maharashtra,2010,4,4,Oil,37.454,9,458.405,0,0.005619604,9
358,Maharashtra,2010,4,3,Natural gas,879.272,10,10663.614,0,0.131926097,9
33,Haryana,2010,4,4,Oil,306.65,9,5208.625,0,0.007427317,1
49,Sikkim,2010,4,4,Oil,514.483,9,8109.18,0,0.010715532,11
30,Gujarat,2010,4,2,Hydro,389.743,1,7456.001,0,0.099522107,8
30,Gujarat,2010,4,4,Oil,350.538,9,5574.538,0,0.089510986,8
30,Gujarat,2010,4,3,Natural gas,858.227,10,8999.461,0,0.219150976,8
36,Tamil Nadu,2010,4,2,Hydro,13.417,1,184,0,0.005245333,9
36,Tamil Nadu,2010,4,1,Coal,363.878,8,5808.546,0,0.142256928,9
36,Tamil Nadu,2010,4,4,Oil,37.352,9,448.224,0,0.014602644,9
36,Tamil Nadu,2010,4,3,Natural gas,824.249,10,10609.058,0,0.292036414,9
353,Arunachal Pradesh,2010,4,2,Hydro,107.958,1,768.031,0,0.04943743,1
353,Arunachal Pradesh,2010,4,1,Coal,443.148,8,5524.429,0,0.202931681,1
353,Arunachal Pradesh,2010,4,4,Oil,27.188,9,581.178,0,0.012450257,1
82,Karnataka,2010,4,2,Hydro,483.864,1,6406.001,0,0.012882459,8
371,Jharkhand,2010,4,2,Hydro,934.804,1,3487.998,0,0.292036414,12
371,Jharkhand,2010,4,1,Coal,0.029,8,1.656,0,2.95E-05,12
371,Jharkhand,2010,4,4,Oil,0.029,9,1.656,0,2.95E-05,12
371,Jharkhand,2010,4,3,Natural gas,43.584,10,2474.038,0,0.044359493,12
370,Dadra and Nagar Haveli and Daman and Diu,2010,4,2,Hydro,110.793,1,1274.999,0,0.292036414,10
370,Dadra and Nagar Haveli and Daman and Diu,2010,4,4,Oil,27.429,9,586.526,0,0.086203754,10
370,Dadra and Nagar Haveli and Daman and Diu,2010,4,3,Natural gas,135.067,10,2888.214,0,0.292036414,10
352,Ladakh,2010,4,2,Hydro,134.915,1,1457.23,0,0.292036414,12
352,Ladakh,2010,4,4,Oil,0.043,9,0.528,0,0.000110884,12
352,Ladakh,2010,4,3,Natural gas,235.194,10,2897.188,0,0.292036414,12
31,Lakshadweep,2010,4,2,Hydro,12,1,105,0,0.001393447,1
31,Lakshadweep,2010,4,4,Oil,85.12,9,1205.278,0,0.009884187,1
64,Assam,2010,4,1,Coal,215.943,8,1928.88,0,0.063114248,8
64,Assam,2010,4,4,Oil,0.024,9,2.042,0,7.01E-06,8
64,Assam,2010,4,3,Natural gas,785.504,10,9256.436,0,0.229581389,8
47,Delhi,2010,4,1,Coal,13.429,8,134.777,0,0.001552507,12
47,Delhi,2010,4,4,Oil,3.084,9,30.949,0,0.000356537,12
47,Delhi,2010,4,3,Natural gas,483.929,10,4857.005,0,0.055946312,12
48,Goa,2010,4,2,Hydro,324.218,1,3460,0,0.029744214,1
48,Goa,2010,4,4,Oil,198.013,9,2623.165,0,0.01816599,1
48,Goa,2010,4,3,Natural gas,390.855,10,4351.986,0,0.035857586,1
351,Andhra pradesh,2010,4,1,Coal,299.963,8,6845.719,0,0.078429594,12
351,Andhra pradesh,2010,4,4,Oil,127.083,9,2900.272,0,0.033227658,12
351,Andhra pradesh,2010,4,3,Natural gas,629.499,10,12267.4927,0,0.164591469,12
90,Puducherry,2010,4,4,Oil,176.262,9,2072.51,0,0.011184351,6
421,Madhya Pradesh,2010,4,2,Hydro,389.559,1,5578.003,0,0.181193856,9
421,Madhya Pradesh,2010,4,1,Coal,316.333,8,3775.023,0,0.147134571,9
421,Madhya Pradesh,2010,4,4,Oil,46.52,9,555.15,0,0.021637642,9
421,Madhya Pradesh,2010,4,3,Natural gas,171.037,10,2041.104,0,0.079553684,9
386,Rajasthan,2010,4,2,Hydro,307.823,1,4635.999,0,0.254520123,4
386,Rajasthan,2010,4,1,Coal,348.712,8,4689.211,0,0.288328751,4
386,Rajasthan,2010,4,4,Oil,0.528,9,7.094,0,0.000436571,4
386,Rajasthan,2010,4,3,Natural gas,36.137,10,485.947,0,0.029879488,4
46,Jammu and Kashmir,2010,4,1,Coal,936.474,8,12267.4927,0,0.042688563,12
46,Jammu and Kashmir,2010,4,1,Coal,217.927,8,2550.691,0,0.01927005,12
46,Jammu and Kashmir,2010,4,4,Oil,144.524,9,1691.563,0,0.012779439,12
46,Jammu and Kashmir,2010,4,3,Natural gas,234.383,10,2743.304,0,0.020725161,12
44,Punjab,2010,4,2,Hydro,622.878,1,6705.002,0,0.021624465,12
44,Punjab,2010,4,4,Oil,214.543,9,4640.144,0,0.007448293,12
61,Bihar,2010,5,4,Oil,238.421,9,2447.778,0,0.012043832,6
43,Uttar Pradesh,2010,5,1,Coal,226.565,8,6371.891,0,0.041079041,3
43,Uttar Pradesh,2010,5,4,Oil,39.847,9,1210.748,0,0.007224755,3
43,Uttar Pradesh,2010,5,3,Natural gas,734.113,10,12267.4927,0,0.13310378,3
32,Telangana,2010,5,2,Hydro,129.223,1,1645.999,0,0.016891277,11
32,Telangana,2010,5,1,Coal,268.846,8,5761.981,0,0.035141982,11
32,Telangana,2010,5,4,Oil,27.357,9,392.841,0,0.003575948,11
1,Himachal pradesh,2010,5,4,Oil,618.869,9,7792.508,0,0.014017386,7
56,Nagaland,2010,5,4,Oil,348.969,9,8022.08,0,0.073782029,7
56,Nagaland,2010,5,3,Natural gas,866.73,10,10124.676,0,0.183251514,7
420,Odisha,2010,5,2,Hydro,293.2,1,3366,0,0.052082778,2
420,Odisha,2010,5,4,Oil,12.988,9,176.959,0,0.002307132,2
420,Odisha,2010,5,3,Natural gas,98.074,10,1211.156,0,0.017421441,2
45,Manipur,2010,5,2,Hydro,2.1,1,21,0,0.000814657,7
45,Manipur,2010,5,4,Oil,49.097,9,724.357,0,0.019046285,7
45,Manipur,2010,5,3,Natural gas,501.495,10,7398.912,0,0.194545835,7
372,Mizoram,2010,5,2,Hydro,4.202,1,27,0,0.004805372,1
372,Mizoram,2010,5,1,Coal,776.74,8,10449.489,0,0.292036414,1
372,Mizoram,2010,5,4,Oil,2.751,9,37.01,0,0.003146021,1
372,Mizoram,2010,5,3,Natural gas,20.331,10,273.512,0,0.023250362,1
358,Maharashtra,2010,5,4,Oil,26.055,9,458.405,0,0.004682375,9
358,Maharashtra,2010,5,3,Natural gas,655.546,10,10663.614,0,0.117808947,9
33,Haryana,2010,5,4,Oil,254.9,9,5208.625,0,0.006451334,1
49,Sikkim,2010,5,4,Oil,683.582,9,8109.18,0,0.01464565,11
30,Gujarat,2010,5,2,Hydro,348.826,1,7456.001,0,0.085635243,8
30,Gujarat,2010,5,4,Oil,460.424,9,5574.538,0,0.11303206,8
30,Gujarat,2010,5,3,Natural gas,771.808,10,8999.461,0,0.189475457,8
36,Tamil Nadu,2010,5,2,Hydro,13.417,1,184,0,0.005264843,9
36,Tamil Nadu,2010,5,1,Coal,504.871,8,5808.546,0,0.198111845,9
36,Tamil Nadu,2010,5,4,Oil,37.352,9,448.224,0,0.014656959,9
36,Tamil Nadu,2010,5,3,Natural gas,684.545,10,10609.058,0,0.268616088,9
353,Arunachal Pradesh,2010,5,2,Hydro,43.086,1,768.031,0,0.020809537,1
353,Arunachal Pradesh,2010,5,1,Coal,446.085,8,5524.429,0,0.215448688,1
353,Arunachal Pradesh,2010,5,4,Oil,12.947,9,581.178,0,0.0062531,1
82,Karnataka,2010,5,2,Hydro,532.349,1,6406.001,0,0.014604092,8
371,Jharkhand,2010,5,2,Hydro,522.449,1,3487.998,0,0.292036414,12
371,Jharkhand,2010,5,1,Coal,0.033,8,1.656,0,5.74E-05,12
371,Jharkhand,2010,5,4,Oil,0.033,9,1.656,0,5.74E-05,12
371,Jharkhand,2010,5,3,Natural gas,48.712,10,2474.038,0,0.084656011,12
370,Dadra and Nagar Haveli and Daman and Diu,2010,5,2,Hydro,98.483,1,1274.999,0,0.292036414,10
370,Dadra and Nagar Haveli and Daman and Diu,2010,5,4,Oil,30.81,9,586.526,0,0.094312766,10
370,Dadra and Nagar Haveli and Daman and Diu,2010,5,3,Natural gas,151.719,10,2888.214,0,0.292036414,10
352,Ladakh,2010,5,2,Hydro,161.09,1,1457.23,0,0.292036414,12
352,Ladakh,2010,5,4,Oil,0.031,9,0.528,0,9.04E-05,12
352,Ladakh,2010,5,3,Natural gas,167.794,10,2897.188,0,0.292036414,12
